iso_code,continent,location,last_updated_date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,new_vaccinations_smoothed_per_million,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,excess_mortality
AFG,Asia,Afghanistan,2021-06-27,111592.0,0.0,1836.857,4519.0,0.0,83.571,2866.6,0.0,47.186,116.085,0.0,2.147,1.41,,,,,,,,,,,,,,,,,,765890.0,582128.0,183762.0,,12986.0,1.97,1.5,0.47,334.0,,38928341.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,
OWID_AFR,,Africa,2021-06-27,5412258.0,27555.0,30097.429,141118.0,455.0,522.429,4037.196,20.554,22.451,105.265,0.339,0.39,,,,,,,,,,,,,,,,,,,48954193.0,34583511.0,14733231.0,1124.0,456226.0,3.65,2.58,1.1,340.0,,1340598113.0,,,,,,,,,,,,,,,
ALB,Europe,Albania,2021-06-27,132512.0,3.0,3.143,2456.0,0.0,0.286,46046.285,1.042,1.092,853.43,0.0,0.099,0.53,,,,,,,,,,,,,,,,,,922886.0,537018.0,385868.0,10012.0,8608.0,32.07,18.66,13.41,2991.0,,2877800.0,104.871,38.0,13.188,8.643,11803.431,1.1,304.195,10.08,7.1,51.2,,2.89,78.57,0.795,
DZA,Africa,Algeria,2021-06-27,138465.0,352.0,377.714,3693.0,8.0,8.857,3157.622,8.027,8.614,84.217,0.182,0.202,1.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,43851043.0,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748,
AND,Europe,Andorra,2021-06-27,13882.0,0.0,5.714,127.0,0.0,0.0,179667.379,0.0,73.957,1643.694,0.0,0.0,0.93,,,,,,,,,,195713.0,2533.01,,138.0,1.786,0.039,25.4,people tested,63265.0,38667.0,24598.0,,1737.0,81.88,50.04,31.84,22481.0,,77265.0,163.755,,,,,,109.135,7.97,29.0,37.8,,,83.73,0.868,
AGO,Africa,Angola,2021-06-27,38556.0,28.0,125.429,889.0,2.0,4.286,1173.118,0.852,3.816,27.049,0.061,0.13,0.88,,,,,,,,,,,,,,,,,,1432699.0,909119.0,523580.0,,13143.0,4.36,2.77,1.59,400.0,41.67,32866268.0,23.89,16.8,2.405,1.362,5819.495,,276.045,3.94,,,26.664,,61.15,0.581,
AIA,North America,Anguilla,2021-06-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15198.0,9183.0,6015.0,,37.0,101.31,61.21,40.09,2466.0,,15002.0,,,,,,,,,,,,,81.88,,
ATG,North America,Antigua and Barbuda,2021-06-27,1263.0,0.0,0.0,42.0,0.0,0.0,12897.231,0.0,0.0,428.887,0.0,0.0,0.21,,,,,,,,,,16700.0,170.533,,,,,,tests performed,63755.0,36011.0,27744.0,,596.0,65.1,36.77,28.33,6086.0,,97928.0,231.845,32.1,6.933,4.631,21490.943,,191.511,13.17,,,,3.8,77.02,0.778,
ARG,South America,Argentina,2021-06-27,4405247.0,12105.0,19494.0,92568.0,251.0,503.571,97470.323,267.835,431.323,2048.156,5.554,11.142,0.81,,,,,,,,,25684.0,10832061.0,239.67,0.568,31716.0,0.702,0.233,4.3,tests performed,19749468.0,15831632.0,3917836.0,250237.0,237726.0,43.7,35.03,8.67,5260.0,75.0,45195777.0,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5.0,76.67,0.845,
ARM,Asia,Armenia,2021-06-27,224797.0,69.0,81.429,4508.0,2.0,1.429,75862.048,23.285,27.48,1521.311,0.675,0.482,0.93,,,,,,,,,3452.0,1163742.0,392.727,1.165,3575.0,1.206,0.021,47.0,tests performed,55557.0,,,,1132.0,1.87,,,382.0,,2963234.0,102.931,35.7,11.232,7.571,8787.58,1.8,341.01,7.11,1.5,52.1,94.043,4.2,75.09,0.776,
ABW,North America,Aruba,2021-06-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125290.0,67278.0,58012.0,433.0,200.0,117.35,63.01,54.34,1873.0,33.33,106766.0,584.8,41.2,13.085,7.452,35973.781,,,11.62,,,,,76.29,,
OWID_ASI,,Asia,2021-06-27,55400147.0,135125.0,134013.0,783567.0,2308.0,2516.286,11940.079,29.123,28.883,168.878,0.497,0.542,,,,,,,,,,,,,,,,,,,1814434827.0,1081984981.0,370246368.0,27454806.0,32788572.0,39.11,23.32,7.98,7067.0,,4639847425.0,,,,,,,,,,,,,,,
AUS,Oceania,Australia,2021-06-27,30528.0,29.0,24.714,910.0,0.0,0.0,1197.182,1.137,0.969,35.686,0.0,0.0,1.14,,,,,,,,,95014.0,20029252.0,785.465,3.726,73793.0,2.894,0.0,4491.6,tests performed,7326320.0,6114522.0,1211798.0,68715.0,110042.0,28.73,23.98,4.75,4315.0,49.54,25499881.0,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13.0,16.5,,3.84,83.44,0.944,
AUT,Europe,Austria,2021-06-27,650261.0,69.0,97.857,10700.0,1.0,2.857,72199.88,7.661,10.865,1188.044,0.111,0.317,0.57,84.0,9.327,164.0,18.209,,,,,389863.0,52553372.0,5835.114,43.287,483645.0,53.7,0.0,4016.0,tests performed,7434857.0,4650013.0,2885319.0,68533.0,82513.0,82.55,51.63,32.04,9162.0,60.19,9006400.0,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54,0.922,
AZE,Asia,Azerbaijan,2021-06-27,335836.0,40.0,49.0,4968.0,1.0,0.857,33122.616,3.945,4.833,489.981,0.099,0.085,0.65,,,,,,,,,7879.0,3706051.0,365.518,0.777,7568.0,0.746,0.006,157.2,tests performed,3348427.0,2138684.0,1209743.0,54695.0,51281.0,33.02,21.09,11.93,5058.0,69.44,10139175.0,119.309,32.4,6.018,3.871,15847.419,,559.812,7.11,0.3,42.5,83.241,4.7,73.0,0.756,
BHS,North America,Bahamas,2021-06-27,12467.0,0.0,24.571,245.0,0.0,0.571,31702.641,0.0,62.483,623.017,0.0,1.453,1.01,,,,,,,,,,,,,,,,,,79246.0,54199.0,25047.0,,1391.0,20.15,13.78,6.37,3537.0,56.94,393248.0,39.497,34.3,8.996,5.2,27717.847,,235.954,13.17,3.1,20.4,,2.9,73.92,0.814,
BHR,Asia,Bahrain,2021-06-27,265247.0,252.0,336.429,1345.0,4.0,5.571,155882.493,148.097,197.715,790.44,2.351,3.274,0.57,,,,,,,,,12860.0,4964087.0,2917.335,7.558,13060.0,7.675,0.031,32.0,units unclear,2027964.0,1052795.0,975169.0,8651.0,12095.0,119.18,61.87,57.31,7108.0,62.96,1701583.0,1935.907,32.4,2.372,1.387,43290.705,,151.689,16.52,5.8,37.6,,2.0,77.29,0.852,
BGD,Asia,Bangladesh,2021-06-27,888406.0,5268.0,5248.286,14172.0,119.0,89.143,5394.434,31.987,31.868,86.053,0.723,0.541,1.39,,,,,,,,,28256.0,6422028.0,38.995,0.172,23668.0,0.144,0.192,5.2,tests performed,10097645.0,5823245.0,4274400.0,5146.0,2005.0,6.13,3.54,2.6,12.0,86.11,164689383.0,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,0.8,72.59,0.632,
BRB,North America,Barbados,2021-06-27,4075.0,1.0,4.571,47.0,0.0,0.0,14180.276,3.48,15.908,163.552,0.0,0.0,0.8,,,,,,,,,,,,,,,,,,162357.0,93940.0,68417.0,1298.0,991.0,56.5,32.69,23.81,3449.0,58.33,287371.0,664.463,39.8,14.952,9.473,16978.068,,170.05,13.57,1.9,14.5,88.469,5.8,79.19,0.814,
BLR,Europe,Belarus,2021-06-27,415339.0,609.0,665.857,3113.0,10.0,9.857,43954.375,64.449,70.466,329.442,1.058,1.043,0.82,,,,,,,,,,6686521.0,707.619,,15614.0,1.652,0.042,23.7,tests performed,,,,,,,,,,,9449321.0,46.858,40.3,14.799,9.788,17167.967,,443.129,5.18,10.5,46.1,,11.0,74.79,0.823,
BEL,Europe,Belgium,2021-06-27,1082476.0,0.0,437.286,25160.0,0.0,3.429,93400.506,0.0,37.731,2170.909,0.0,0.296,0.62,204.0,17.602,459.0,39.604,,,236.37,20.395,44777.0,14968450.0,1291.54,3.864,38515.0,3.323,0.012,83.3,tests performed,10493057.0,6905604.0,3829652.0,64201.0,116556.0,90.54,59.58,33.04,10057.0,50.93,11589616.0,375.564,41.8,18.571,12.849,42658.576,0.2,114.898,4.29,25.1,31.4,,5.64,81.63,0.931,
BLZ,North America,Belize,2021-06-27,13137.0,0.0,19.0,329.0,0.0,0.143,33038.999,0.0,47.784,827.421,0.0,0.359,1.26,,,,,,,,,931.0,148799.0,374.223,2.341,666.0,1.675,0.024,42.4,tests performed,106010.0,79993.0,26017.0,1952.0,1508.0,26.66,20.12,6.54,3793.0,73.15,397621.0,16.426,25.0,3.853,2.279,7824.362,,176.957,17.11,,,90.083,1.3,74.62,0.716,
BEN,Africa,Benin,2021-06-27,8170.0,0.0,4.286,104.0,0.0,0.143,673.915,0.0,0.354,8.579,0.0,0.012,0.58,,,,,,,,,,,,,,,,,,,,,,,,,,,27.78,12123198.0,99.11,18.8,3.244,1.942,2064.236,49.6,235.848,0.99,0.6,12.3,11.035,0.5,61.77,0.545,
BMU,North America,Bermuda,2021-06-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78413.0,41662.0,36751.0,,141.0,125.92,66.9,59.02,2264.0,47.22,62273.0,1308.82,,,,50669.315,,139.547,13.0,,,,,82.59,,
BTN,Asia,Bhutan,2021-06-27,2052.0,25.0,18.286,1.0,0.0,0.0,2659.368,32.4,23.698,1.296,0.0,0.0,1.07,,,,,,,,,,,,,,,,,,484751.0,484751.0,,,80.0,62.82,62.82,,104.0,68.52,771612.0,21.188,28.6,4.885,2.977,8708.597,1.5,217.066,9.75,,,79.807,1.7,71.78,0.654,
BOL,South America,Bolivia,2021-06-27,433935.0,922.0,1698.286,16581.0,30.0,64.143,37174.156,78.985,145.488,1420.454,2.57,5.495,0.9,,,,,,,,,13653.0,1756722.0,150.494,1.17,10278.0,0.88,0.17,5.9,tests performed,2231841.0,1645289.0,586552.0,30364.0,19774.0,19.12,14.09,5.02,1694.0,,11673029.0,10.202,25.4,6.704,4.393,6885.829,7.1,204.299,6.89,,,25.383,1.1,71.51,0.718,
BIH,Europe,Bosnia and Herzegovina,2021-06-27,204945.0,0.0,18.714,9655.0,0.0,3.571,62467.71,0.0,5.704,2942.866,0.0,1.089,0.65,,,,,,,,,1540.0,1021848.0,311.462,0.469,1566.0,0.477,0.013,75.6,tests performed,456521.0,301801.0,154720.0,,11728.0,13.91,9.2,4.72,3575.0,37.04,3280815.0,68.496,42.5,16.569,10.711,11713.895,0.2,329.635,10.08,30.2,47.7,97.164,3.5,77.4,0.78,
BWA,Africa,Botswana,2021-06-27,67492.0,0.0,606.429,1095.0,0.0,22.143,28700.154,0.0,257.876,465.635,0.0,9.416,1.42,,,,,,,,,,,,,,,,,,219488.0,153403.0,66085.0,,6451.0,9.33,6.52,2.81,2743.0,,2351625.0,4.044,25.8,3.941,2.242,15807.374,,237.372,4.81,5.7,34.4,,1.8,69.59,0.735,
BRA,South America,Brazil,2021-06-27,18420598.0,33704.0,70381.429,513474.0,739.0,1664.143,86660.939,158.563,331.114,2415.673,3.477,7.829,1.08,,,,,,,,,,,,,,,,,,96804664.0,71206835.0,25597829.0,1323306.0,1406299.0,45.54,33.5,12.04,6616.0,60.65,212559409.0,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9,,2.2,75.88,0.765,
VGB,North America,British Virgin Islands,2021-06-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20278.0,12405.0,7873.0,,106.0,67.06,41.03,26.04,3506.0,,30237.0,207.973,,,,,,,13.67,,,,,79.07,,
BRN,Asia,Brunei,2021-06-27,259.0,0.0,0.571,3.0,0.0,0.0,592.023,0.0,1.306,6.857,0.0,0.0,0.59,,,,,,,,,,,,,,,,,,76471.0,63432.0,13039.0,934.0,1357.0,17.48,14.5,2.98,3102.0,40.74,437483.0,81.347,32.4,4.591,2.382,71809.251,,201.285,12.79,2.0,30.9,,2.7,75.86,0.838,
BGR,Europe,Bulgaria,2021-06-27,421531.0,16.0,71.286,18027.0,0.0,5.286,60665.516,2.303,10.259,2594.393,0.0,0.761,0.71,207.0,29.791,1746.0,251.279,,,,,9646.0,3117849.0,448.712,1.388,11227.0,1.616,0.007,152.4,tests performed,1727616.0,941280.0,786336.0,2720.0,9634.0,24.86,13.55,11.32,1386.0,62.96,6948445.0,65.18,44.7,20.801,13.272,18563.307,1.5,424.688,5.81,30.1,44.4,,7.454,75.05,0.816,
BFA,Africa,Burkina Faso,2021-06-27,13478.0,0.0,1.286,168.0,0.0,0.143,644.779,0.0,0.062,8.037,0.0,0.007,0.7,,,,,,,,,,,,,,,,,,17775.0,17775.0,,,1825.0,0.09,0.09,,87.0,25.0,20903278.0,70.151,17.6,2.409,1.358,1703.102,43.7,269.048,2.42,1.6,23.9,11.877,0.4,61.58,0.452,
BDI,Africa,Burundi,2021-06-27,5348.0,0.0,32.429,8.0,0.0,0.0,449.76,0.0,2.727,0.673,0.0,0.0,1.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,11890781.0,423.062,17.5,2.562,1.504,702.225,71.7,293.068,6.05,,,6.144,0.8,61.58,0.433,
KHM,Asia,Cambodia,2021-06-27,47649.0,839.0,705.429,540.0,17.0,15.571,2849.996,50.183,42.193,32.299,1.017,0.931,1.05,,,,,,,,,6966.0,1328165.0,79.441,0.417,7201.0,0.431,0.088,11.3,tests performed,6836447.0,3955033.0,2881414.0,106711.0,105409.0,40.89,23.66,17.23,6305.0,66.2,16718971.0,90.672,25.6,4.412,2.385,3645.07,,270.892,4.0,2.0,33.7,66.229,0.8,69.82,0.594,
CMR,Africa,Cameroon,2021-06-27,80487.0,0.0,22.714,1320.0,0.0,1.0,3031.998,0.0,0.856,49.725,0.0,0.038,0.49,,,,,,,,,,,,,,,,,,102400.0,82228.0,20172.0,,1312.0,0.39,0.31,0.08,49.0,,26545864.0,50.885,18.8,3.165,1.919,3364.926,23.8,244.661,7.2,,,2.735,1.3,59.29,0.563,
CAN,North America,Canada,2021-06-27,1420607.0,349.0,629.143,26187.0,3.0,18.857,37639.794,9.247,16.669,693.84,0.079,0.5,0.65,479.0,12.691,901.0,23.873,,,,,70980.0,36415725.0,964.855,1.881,63025.0,1.67,0.012,82.3,tests performed,35495821.0,25525737.0,9970084.0,360000.0,472364.0,94.05,67.63,26.42,12516.0,73.61,37742157.0,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,
CPV,Africa,Cape Verde,2021-06-27,32372.0,28.0,52.857,286.0,0.0,0.429,58224.278,50.361,95.069,514.4,0.0,0.771,0.79,,,,,,,,,820.0,,,1.475,,,,,tests performed,74321.0,70333.0,3988.0,3001.0,2873.0,13.37,12.65,0.72,5167.0,,555988.0,135.58,25.7,4.46,3.437,6222.554,,182.219,2.42,2.1,16.5,,2.1,72.98,0.665,
CYM,North America,Cayman Islands,2021-06-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90848.0,47802.0,43371.0,525.0,426.0,138.23,72.74,65.99,6482.0,,65720.0,256.496,,,,49903.029,,,13.22,,,,,83.92,,
CAF,Africa,Central African Republic,2021-06-27,7139.0,0.0,5.429,98.0,0.0,0.0,1478.126,0.0,1.124,20.291,0.0,0.0,0.36,,,,,,,,,,,,,,,,,,78137.0,78137.0,,12887.0,4437.0,1.62,1.62,,919.0,,4829764.0,7.479,18.3,3.655,2.251,661.24,,435.727,6.1,,,16.603,1.0,53.28,0.397,
TCD,Africa,Chad,2021-06-27,4951.0,0.0,0.714,174.0,0.0,0.0,301.415,0.0,0.043,10.593,0.0,0.0,0.82,,,,,,,,,,,,,,,,,,8981.0,8981.0,,,281.0,0.05,0.05,,17.0,25.0,16425859.0,11.833,16.7,2.486,1.446,1768.153,38.4,280.995,6.1,,,5.818,,54.24,0.398,
CHL,South America,Chile,2021-06-27,1547103.0,4461.0,4297.857,32298.0,135.0,112.143,80931.475,233.362,224.828,1689.561,7.062,5.866,0.88,,,,,,,,,35435.0,16284119.0,851.849,1.854,54709.0,2.862,0.085,11.8,tests performed,22494947.0,12521570.0,10330751.0,50321.0,152064.0,117.67,65.5,54.04,7955.0,,19116209.0,24.282,35.4,11.087,6.938,22767.037,1.3,127.993,8.46,34.2,41.5,,2.11,80.18,0.851,
CHN,Asia,China,2021-06-27,91807.0,22.0,21.429,4636.0,0.0,0.0,63.785,0.015,0.015,3.221,0.0,0.0,1.03,,,,,,,,,,,,,,,,,,1185787000.0,,,20557000.0,22366286.0,82.39,,,15539.0,74.54,1439323774.0,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,
COL,South America,Colombia,2021-06-27,4158716.0,32376.0,30507.143,104678.0,664.0,677.714,81731.138,636.285,599.556,2057.234,13.05,13.319,1.06,,,,,,,,,119377.0,19238762.0,378.099,2.346,104057.0,2.045,0.331,3.0,tests performed,17024426.0,11076086.0,5948340.0,330694.0,328129.0,33.46,21.77,11.69,6449.0,70.37,50882884.0,44.223,32.2,7.646,4.312,13254.949,4.5,124.24,7.44,4.7,13.5,65.386,1.71,77.29,0.767,
COM,Africa,Comoros,2021-06-27,3912.0,0.0,0.571,146.0,0.0,0.0,4498.646,0.0,0.657,167.894,0.0,0.0,1.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,869595.0,437.352,20.4,2.963,1.726,1413.89,18.1,261.516,11.88,4.4,23.6,15.574,2.2,64.32,0.554,
COG,Africa,Congo,2021-06-27,12485.0,0.0,26.714,165.0,0.0,0.571,2262.557,0.0,4.841,29.902,0.0,0.104,0.52,,,,,,,,,,,,,,,,,,102642.0,102642.0,,1486.0,5622.0,1.86,1.86,,1019.0,50.93,5518092.0,15.405,19.0,3.402,2.063,4881.406,37.0,344.094,7.2,1.7,52.3,47.964,,64.57,0.574,
COK,Oceania,Cook Islands,2021-06-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17556.0,9613.0,7943.0,,812.0,99.95,54.73,45.22,46231.0,,17564.0,,,,,,,,,,,,,76.25,,
CRI,North America,Costa Rica,2021-06-27,361005.0,0.0,1482.143,4602.0,0.0,18.429,70867.083,0.0,290.952,903.396,0.0,3.618,0.95,,,,,,,,,8157.0,1178133.0,231.273,1.601,7301.0,1.433,0.161,6.2,people tested,2331030.0,1535967.0,795063.0,,22564.0,45.76,30.15,15.61,4429.0,55.56,5094114.0,96.079,33.6,9.468,5.694,15524.995,1.3,137.973,8.78,6.4,17.4,83.841,1.13,80.28,0.81,
CIV,Africa,Cote d'Ivoire,2021-06-27,48192.0,16.0,21.143,312.0,1.0,0.571,1826.958,0.607,0.802,11.828,0.038,0.022,0.93,,,,,,,,,2025.0,694178.0,26.316,0.077,2196.0,0.083,0.008,123.0,samples tested,740391.0,740391.0,,1628.0,2617.0,2.81,2.81,,99.0,17.59,26378275.0,76.399,18.7,2.933,1.582,3601.006,28.2,303.74,2.42,,,19.351,,57.78,0.538,
HRV,Europe,Croatia,2021-06-27,359652.0,45.0,68.429,8200.0,3.0,3.714,87607.435,10.962,16.668,1997.434,0.731,0.905,0.64,,,,,,,,,4009.0,2128519.0,518.485,0.977,3813.0,0.929,0.018,55.9,people tested,2524626.0,1476642.0,1047984.0,21714.0,26525.0,61.5,35.97,25.53,6461.0,41.67,4105268.0,73.726,44.0,19.724,13.053,22669.797,0.7,253.782,5.59,34.3,39.9,,5.54,78.49,0.851,
CUB,North America,Cuba,2021-06-27,182354.0,2698.0,2078.571,1241.0,10.0,11.714,16099.601,238.2,183.512,109.565,0.883,1.034,1.1,,,,,,,,,33471.0,4916136.0,434.034,2.955,31303.0,2.764,0.05,20.1,tests performed,5492355.0,2634418.0,959998.0,164063.0,110108.0,48.49,23.26,8.48,9721.0,78.24,11326616.0,110.408,43.1,14.738,9.719,,,190.968,8.27,17.1,53.3,85.198,5.2,78.8,0.783,
CUW,North America,Curacao,2021-06-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166466.0,88553.0,77913.0,298.0,296.0,101.44,53.96,47.48,1804.0,,164100.0,362.644,41.7,16.367,10.068,,,,11.62,,,,,78.88,,
CYP,Europe,Cyprus,2021-06-27,74785.0,216.0,163.143,374.0,0.0,0.0,85380.849,246.604,186.258,426.99,0.0,0.0,1.11,10.0,11.417,46.0,52.517,6.905,7.883,28.605,32.657,34427.0,7973985.0,9103.772,39.305,34356.0,39.224,0.003,329.4,tests performed,777935.0,453823.0,324112.0,9662.0,5510.0,88.82,51.81,37.0,6291.0,43.52,875899.0,127.657,37.3,13.416,8.563,32415.132,,141.171,9.24,19.6,52.7,,3.4,80.98,0.887,
CZE,Europe,Czechia,2021-06-27,1666890.0,69.0,123.571,30298.0,2.0,2.571,155653.451,6.443,11.539,2829.214,0.187,0.24,0.59,10.0,0.934,76.0,7.097,47.066,4.395,221.311,20.666,129023.0,,,12.048,121853.0,11.379,0.001,1000.0,tests performed,7890961.0,4963242.0,3014409.0,34190.0,92134.0,73.69,46.35,28.15,8603.0,,10708982.0,137.176,43.3,19.027,11.58,32605.906,,227.485,6.82,30.5,38.3,,6.63,79.38,0.9,
COD,Africa,Democratic Republic of Congo,2021-06-27,40254.0,496.0,349.286,916.0,4.0,5.286,449.457,5.538,3.9,10.228,0.045,0.059,1.32,,,,,,,,,1126.0,,,0.013,1417.0,0.016,0.235,4.3,samples tested,52856.0,44840.0,8016.0,,1844.0,0.06,0.05,0.01,21.0,39.81,89561404.0,35.879,17.0,3.02,1.745,808.133,77.1,318.949,6.1,,,4.472,,60.68,0.48,
DNK,Europe,Denmark,2021-06-27,293765.0,175.0,185.429,2533.0,1.0,0.286,50717.318,30.213,32.013,437.312,0.173,0.049,0.56,19.0,3.28,80.0,13.812,,,69.633,12.022,70772.0,34727595.0,5995.576,12.218,79854.0,13.786,0.003,341.7,tests performed,,3234564.0,1825949.0,,,,55.84,31.52,,50.0,5792203.0,136.52,42.3,19.677,12.325,46682.515,0.2,114.767,6.41,19.3,18.8,,2.5,80.9,0.94,
DJI,Africa,Djibouti,2021-06-27,11601.0,1.0,2.0,155.0,0.0,0.0,11741.879,1.012,2.024,156.882,0.0,0.0,0.93,,,,,,,,,,,,,,,,,,26796.0,,,,247.0,2.71,,,250.0,,988002.0,41.285,25.4,4.213,2.38,2705.406,22.5,258.037,6.05,1.7,24.5,,1.4,67.11,0.524,
DMA,North America,Dominica,2021-06-27,193.0,1.0,0.286,,,0.0,2680.891,13.891,3.969,,,0.0,0.03,,,,,,,,,,,,,,,,,,39309.0,20302.0,19007.0,,140.0,54.6,28.2,26.4,1945.0,31.48,71991.0,98.567,,,,9673.367,,227.376,11.62,,,,3.8,75.0,0.742,
DOM,North America,Dominican Republic,2021-06-27,322778.0,707.0,855.857,3797.0,1.0,5.857,29754.872,65.174,78.896,350.022,0.092,0.54,1.0,,,,,,,,,5392.0,1638427.0,151.036,0.497,2224.0,0.205,0.512,2.0,samples tested,7569805.0,4842540.0,2727265.0,24297.0,89448.0,69.78,44.64,25.14,8246.0,57.41,10847904.0,222.873,27.6,6.981,4.419,14600.861,1.6,266.653,8.2,8.5,19.1,55.182,1.6,74.08,0.756,
ECU,South America,Ecuador,2021-06-27,454336.0,971.0,1127.857,21523.0,38.0,32.857,25751.542,55.036,63.926,1219.913,2.154,1.862,1.01,,,,,,,,,8097.0,1458030.0,82.64,0.459,4552.0,0.258,0.249,4.0,people tested,3991635.0,2680072.0,1311563.0,47379.0,61912.0,22.62,15.19,7.43,3509.0,60.19,17643060.0,66.939,28.1,7.104,4.458,10581.936,3.6,140.448,5.55,2.0,12.3,80.635,1.5,77.01,0.759,
EGY,Africa,Egypt,2021-06-27,280394.0,389.0,443.714,16092.0,30.0,33.286,2739.978,3.801,4.336,157.249,0.293,0.325,0.8,,,,,,,,,,,,,,,,,,4138935.0,3418331.0,720604.0,,49175.0,4.04,3.34,0.7,481.0,,102334403.0,97.999,25.3,5.159,2.891,10550.206,1.3,525.432,17.31,0.2,50.1,89.827,1.6,71.99,0.707,
SLV,North America,El Salvador,2021-06-27,78572.0,1088.0,210.286,2367.0,6.0,5.0,12113.716,167.741,32.42,364.929,0.925,0.771,1.23,,,,,,,,,,,,,,,,,,2674605.0,1585582.0,1089023.0,40206.0,29721.0,41.24,24.45,16.79,4582.0,26.85,6486201.0,307.811,27.6,8.273,5.417,7292.458,2.2,167.295,8.87,2.5,18.8,90.65,1.3,73.32,0.673,
GNQ,Africa,Equatorial Guinea,2021-06-27,8723.0,0.0,3.571,121.0,0.0,0.143,6217.458,0.0,2.546,86.245,0.0,0.102,0.55,,,,,,,,,,156103.0,111.265,,,,,,tests performed,260528.0,149185.0,111343.0,,428.0,18.57,10.63,7.94,305.0,,1402985.0,45.194,22.4,2.846,1.752,22604.873,,202.812,7.78,,,24.64,2.1,58.74,0.592,
ERI,Africa,Eritrea,2021-06-27,5780.0,0.0,59.714,21.0,0.0,0.286,1629.809,0.0,16.838,5.921,0.0,0.081,1.14,,,,,,,,,,,,,,,,,,,,,,,,,,,64.81,3546427.0,44.304,19.3,3.607,2.171,1510.459,,311.11,6.05,0.2,11.4,,0.7,66.32,0.459,
EST,Europe,Estonia,2021-06-27,130968.0,27.0,23.143,1269.0,0.0,0.143,98729.099,20.354,17.446,956.625,0.0,0.108,0.62,5.0,3.769,55.0,41.461,2.994,2.257,37.93,28.593,1968.0,1517538.0,1143.983,1.484,2784.0,2.099,0.01,96.0,tests performed,931260.0,553363.0,377897.0,4430.0,4476.0,70.2,41.71,28.49,3374.0,38.89,1326539.0,31.033,42.7,19.452,13.491,29481.252,0.5,255.569,4.02,24.5,39.3,,4.69,78.74,0.892,
SWZ,Africa,Eswatini,2021-06-27,19035.0,17.0,31.714,678.0,0.0,0.143,16407.163,14.653,27.336,584.4,0.0,0.123,1.32,,,,,,,,,,,,,,,,,,47623.0,37231.0,10392.0,827.0,601.0,4.1,3.21,0.9,518.0,,1160164.0,79.492,21.5,3.163,1.845,7738.975,,333.436,3.94,1.7,16.5,24.097,2.1,60.19,0.611,
ETH,Africa,Ethiopia,2021-06-27,275935.0,54.0,105.857,4314.0,5.0,4.429,2400.195,0.47,0.921,37.525,0.043,0.039,0.76,,,,,,,,,4525.0,2839867.0,24.702,0.039,4501.0,0.039,0.026,38.1,tests performed,1989297.0,,,395.0,1906.0,1.73,,,17.0,43.52,114963583.0,104.957,19.8,3.526,2.063,1729.927,26.7,182.634,7.47,0.4,8.5,7.96,0.3,66.6,0.485,
